global_key,image_url,mission,split
DJI_20240911153056_0038_V_4270zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153056_0038_V_4270zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153129_0040_V_4261zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153129_0040_V_4261zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153208_0042_V_4499zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153208_0042_V_4499zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153244_0044_V_4783zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153244_0044_V_4783zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153320_0046_V_4506zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153320_0046_V_4506zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153356_0048_V_4792zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153356_0048_V_4792zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153438_0050_V_4522zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153438_0050_V_4522zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153514_0052_V_4531zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153514_0052_V_4531zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153554_0054_V_4790zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153554_0054_V_4790zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911153632_0056_V_5074zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153632_0056_V_5074zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911153710_0058_V_4803zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153710_0058_V_4803zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153743_0060_V_5072zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153743_0060_V_5072zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153823_0062_V_5079zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153823_0062_V_5079zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911153903_0064_V_4812zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111511_011_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911153903_0064_V_4812zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154434_0002_V_4796zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154434_0002_V_4796zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154514_0004_V_5068zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154514_0004_V_5068zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911154547_0006_V_5098zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154547_0006_V_5098zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154627_0008_V_5329zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154627_0008_V_5329zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154703_0010_V_5550zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154703_0010_V_5550zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911154748_0012_V_5553zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154748_0012_V_5553zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154823_0014_V_5764zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154823_0014_V_5764zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154905_0016_V_5575zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154905_0016_V_5575zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911154942_0018_V_5948zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911154942_0018_V_5948zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155017_0020_V_5780zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155017_0020_V_5780zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155105_0022_V_6003zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155105_0022_V_6003zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155143_0024_V_5800zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155143_0024_V_5800zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155219_0026_V_5819zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155219_0026_V_5819zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155253_0028_V_6148zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155253_0028_V_6148zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155329_0030_V_6012zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155329_0030_V_6012zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155402_0032_V_5983zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155402_0032_V_5983zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155442_0034_V_6116zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155442_0034_V_6116zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911155529_0036_V_5844zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155529_0036_V_5844zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155607_0038_V_6150zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155607_0038_V_6150zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155641_0040_V_6144zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155641_0040_V_6144zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155720_0042_V_6020zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155720_0042_V_6020zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155801_0044_V_6044zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155801_0044_V_6044zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155835_0046_V_5889zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155835_0046_V_5889zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911155909_0048_V_5873zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155909_0048_V_5873zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911155946_0050_V_5882zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155946_0050_V_5882zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145345_0016_V_1781zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145345_0016_V_1781zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145423_0018_V_1503zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145423_0018_V_1503zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145044_0006_V_2037zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145044_0006_V_2037zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911144943_0004_V_1474zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911144943_0004_V_1474zoom.JPG,20240911_bcifairchild_wptsendero_m3e,test
DJI_20240911145600_0024_V_1486zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145600_0024_V_1486zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145855_0034_V_507zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145855_0034_V_507zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145200_0010_V_1501zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145200_0010_V_1501zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911145236_0012_V_1779zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145236_0012_V_1779zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911144902_0002_V_1507zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911144902_0002_V_1507zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911145458_0020_V_1500zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145458_0020_V_1500zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911145311_0014_V_1767zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145311_0014_V_1767zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145706_0028_V_981zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145706_0028_V_981zoom.JPG,20240911_bcifairchild_wptsendero_m3e,test
DJI_20240911145928_0036_V_514zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145928_0036_V_514zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145633_0026_V_970zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145633_0026_V_970zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911145530_0022_V_1498zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145530_0022_V_1498zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911150108_0040_V_2290zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150108_0040_V_2290zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911145124_0008_V_1502zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145124_0008_V_1502zoom.JPG,20240911_bcifairchild_wptsendero_m3e,train
DJI_20240911145818_0032_V_1232zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145818_0032_V_1232zoom.JPG,20240911_bcifairchild_wptsendero_m3e,
DJI_20240911150001_0038_V_488zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150001_0038_V_488zoom.JPG,20240911_bcifairchild_wptsendero_m3e,valid
DJI_20240912091527_0006_V_3181zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240912_bcifairchild_wpteste_m3e/DJI_202409120910_014_20240909bcinfairchildEm3ewaypointsall20240912T093122/DJI_20240912091527_0006_V_3181zoom.JPG,20240912_bcifairchild_wpteste_m3e,
DJI_20240912092141_0022_V_2647zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240912_bcifairchild_wpteste_m3e/DJI_202409120910_014_20240909bcinfairchildEm3ewaypointsall20240912T093122/DJI_20240912092141_0022_V_2647zoom.JPG,20240912_bcifairchild_wpteste_m3e,
DJI_20240912085229_0016_V_2638zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240912_bcifairchild_wpteste_m3e/DJI_202409120843_013_20240909bcinfairchildEm3ewaypointsall20240912T093122/DJI_20240912085229_0016_V_2638zoom.JPG,20240912_bcifairchild_wpteste_m3e,
